record_id,province,province_code,scope,scope_code,period_type,year,month_start,month_end,period_label,indicator_name,indicator_name_raw,value,unit,yoy_pct,yoy_direction,is_cumulative,is_stock,is_preliminary,includes_financial,source_institution,source_title,source_url,publish_date,extraction_date,confidence,uev_level,notes
MO-XJ-202301-12-asset,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,12月末,资产总额,资产总额,38213.89,亿元,6.9,up,0,1,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202301-12-equity,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,12月末,所有者权益,净资产,12996.46,亿元,6.7,up,0,1,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202301-12-rev,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,1-12月,营业总收入,营业收入,5980.33,亿元,,,1,0,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202301-12-profit,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,1-12月,利润总额,利润总额,150.81,亿元,,,1,0,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202301-12-tax,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,1-12月,应交税费,上交税费,227.89,亿元,,,1,0,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202301-12-dar,新疆,XJ,全区国有及国有控股企业,A2,annual,2023,1,12,12月末,资产负债率,平均资产负债率,66.0,%,,,0,1,0,0,新疆国资委,2023年12月自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202401/93175ac65d79429d82dc72a0aa1a4018.shtml,2024-01-25,2026-04-03,0.90,1,
MO-XJ-202401-03-asset,新疆,XJ,全区国有及国有控股企业,A2,cumulative,2024,1,3,一季度,资产总额,资产总额,38444.49,亿元,6.7,up,0,1,0,0,新疆国资委,2024年一季度自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202404/ffd81768567b4893b31518ea8fc498e7.shtml,2024-04-23,2026-04-03,0.90,1,
MO-XJ-202401-03-equity,新疆,XJ,全区国有及国有控股企业,A2,cumulative,2024,1,3,一季度,所有者权益,净资产,13009.95,亿元,5.8,up,0,1,0,0,新疆国资委,2024年一季度自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202404/ffd81768567b4893b31518ea8fc498e7.shtml,2024-04-23,2026-04-03,0.90,1,
MO-XJ-202401-03-rev,新疆,XJ,全区国有及国有控股企业,A2,cumulative,2024,1,3,一季度,营业总收入,营业收入,1001.74,亿元,-23.2,down,1,0,0,0,新疆国资委,2024年一季度自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202404/ffd81768567b4893b31518ea8fc498e7.shtml,2024-04-23,2026-04-03,0.90,1,
MO-XJ-202401-03-profit,新疆,XJ,全区国有及国有控股企业,A2,cumulative,2024,1,3,一季度,利润总额,利润总额,40.29,亿元,-14.6,down,1,0,0,0,新疆国资委,2024年一季度自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202404/ffd81768567b4893b31518ea8fc498e7.shtml,2024-04-23,2026-04-03,0.90,1,
MO-XJ-202401-03-tax,新疆,XJ,全区国有及国有控股企业,A2,cumulative,2024,1,3,一季度,应交税费,上交税费,51.4,亿元,4.8,up,1,0,0,0,新疆国资委,2024年一季度自治区国有及国有控股企业经济运行情况,http://gzw.xinjiang.gov.cn/gzw/jjyxqk/202404/ffd81768567b4893b31518ea8fc498e7.shtml,2024-04-23,2026-04-03,0.90,1,
